Participant_ID,Demographics_age,Demographics_class,Demographics_enroll,Demographics_college,Demographics_sex,Demographics_gender,Demographics_sexual,Demographics_ethnic,Demographics_polit,Demographics_policli,Demographics_lean,Demographics_relig,Demographics_rlgsty,Demographics_lang,Demographics_commute,Demographics_work,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,Resilience,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being
23,20,3,"2,4","3,8",2,3,9,7,5,,3,2,3,Arabic,1,3,4,3,3,3,5,5,5,5,3,4,4,5,3,3,5,3,2,4,5,2,5,4,6,3,2,3,3,5,3,5,3,3,4,5,5,3,3.666666667,4,3.166666667,4.166666667,3.833333333,4.166666667,5,7,6,3,6,3,7,7,7,7,7,6,7,7,2,7,2,2,2,5.666666667,6.666666667,5.666666667,6.666666667,6,3,5,5,4,4,1,4,2,3,2,4,5,3,3,5,3,4,5,5,3,4,2,2,2,5,88,9,11,7,9,8,9,10,11,9,8,7,9,7,5,11,9,7,9,7,7,7,2,7,5.333333333,8.666666667,8.333333333,8.666666667,9.333333333,7.666666667,7,7,9,8,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,62,12:00 AM,5,9:00 AM,9,2,4,2,2,4,,,4,3,5,5,5,4,5,4,6,5,5,4,3,4,6,3,2,4,5,3,5,4,6,5,3,3,3,4,3,5,5,4,4,4,5,3,4.166666667,4.166666667,3.5,4.333333333,4.833333333,4.166666667,4,3,3,2,5,3,6,5,5,6,6,6,5,5,4,5,5,5,4.666666667,4,5.666666667,4.333333333,5,4,4,3,4,4,2,3,2,4,4,3,4,3,3,3,4,3,4,3,4,3,4,4,3,4,4,86,7,7,6,9,7,7,8,7,8,7,9,5,7,4,8,7,8,7,7,7,7,6,5,6.333333333,7.333333333,7,7.666666667,7.333333333,6.666666667,9,5,6.333333333,7,2,3,3,4,2,2,3,3,3,2,4,3,3,3,2,2,3,3,2,2,54,0,45,0.2916666667,6,3,3,3,2,4,2,4,0.5,0.1666666667,0.3333333333,0.1666666667,1,0,2.666666667,-1.666666667,-1,-1.333333333,-1.666666667,-2,-2,1,-1.333333333,-1.333333333,-1,-2,-1,2,-2,-2.666666667,-1
24,20,3,2,3,2,"3,5",11,1,2,,2,1,4,English,1,3,3,3,6,2,6,5,4,5,6,1,6,3,5,6,6,2,4,5,4,5,6,2,5,5,3,3,5,1,4,5,4,6,6,2,3,5,3.833333333,1.666666667,4.666666667,4.666666667,5.833333333,4.666666667,6,6,7,5,6,3,3,6,6,7,6,6,5,7,2,6,6,3,3.666666667,5.666666667,6.333333333,4.666666667,5.666666667,6,3,4,4,5,4,3,4,3,4,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,5,100,9,8,9,9,9,7,9,7,9,9,7,6,9,4,9,3,8,8,9,9,8,9,8,9,8.333333333,8,9,9,5.333333333,7,8,7,8.625,3,2,2,3,3,3,1,3,3,3,3,2,1,1,3,3,3,3,3,3,51,11:00 PM,30ish,7:00,6.5-7,3,4,3,2,4,,,4,3,6,2,6,6,6,5,6,2,6,3,4,6,7,2,3,6,5,6,6,3,6,4,6,3,3,2,4,6,4,6,4,2,6,6,4.833333333,2.166666667,4.833333333,5.166666667,5.333333333,5.166666667,6,4,4,4,6,2,6,4,5,6,7,7,7,6,3,4,5,3,3.666666667,4.333333333,6.666666667,4.333333333,5.333333333,5.333333333,4,4,4,4,3,3,3,3,5,3,3,5,4,4,2,4,4,4,5,4,4,4,3,4,4,94,8,9,7,8,7,4,9,5,8,8,6,4,7,8,8,7,6,4,8,8,5,7,7,7,7.666666667,6,8.333333333,7.666666667,7.666666667,6,7,4,7.3125,3,3,3,3,3,3,2,3,4,3,4,4,3,3,3,3,2,4,2,3,61,1:00AM,2 hours ,7:00AM,5 hours,3,5,4,3,4,4,3,1,0.5,0.1666666667,0.5,-0.5,0.5,0,-1.333333333,0.3333333333,-0.3333333333,-0.3333333333,-0.6666666667,-6,-2,-0.6666666667,-2,-0.6666666667,-1.333333333,2.333333333,-1,-1,-3,-1.3125
25,20,3,"2,4",6,1,2,9,6,1,,6,1,5,English,5,3,6,3,7,7,7,7,3,6,7,6,7,6,1,7,7,7,6,5,5,6,7,6,6,5,3,5,6,7,6,5,7,5,5,3,7,6,4.166666667,6,5.333333333,6.5,6.5,5.666666667,6,6,6,5,6,2,3,6,6,2,7,7,5,6,5,5,5,5,5,5.666666667,6.666666667,4,3.666666667,6,4,4,4,4,3,4,4,2,4,2,4,5,2,4,3,4,4,4,2,4,5,4,5,4,5,94,8,10,7,5,8,8,8,6,8,7,4,5,8,3,9,5,11,4,9,7,6,6,8,7,9.333333333,7,7.666666667,8.333333333,4.333333333,4,8,5.666666667,7.875,3,2,1,3,3,3,3,1,4,3,3,3,2,3,3,3,3,4,4,3,57,11:00 PM,20,7:10 AM,8,3,4,3,2,4,,,5,5,6,7,7,6,3,5,7,7,7,6,2,6,7,7,5,5,4,5,7,7,7,4,3,5,3,7,6,5,6,5,5,6,7,6,3.833333333,6.833333333,5.166666667,6.5,5.833333333,5.333333333,6,7,7,6,5,6,1,7,7,6,6,6,7,6,7,6,6,6,6.333333333,6.666666667,6,6.333333333,4.666666667,6,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,120,9,8,9,4,8,10,11,8,8,8,4,10,9,6,10,4,8,10,11,10,10,4,9,7.333333333,8,9.666666667,9.666666667,9,4.666666667,4,9,10,8.75,3,2,2,2,3,3,1,2,2,2,3,2,2,2,3,3,4,3,3,3,50,0.9375,40,0.2708333333,8,2,4,3,2,4,3,3,-0.3333333333,0.8333333333,-0.1666666667,0,-0.6666666667,-0.3333333333,1.333333333,1,-0.6666666667,2.333333333,1,0,26,0.3333333333,-1.333333333,2.666666667,2,0.6666666667,0.3333333333,0,1,4.333333333,0.875
26,20,3,2,3,2,"3,5",9,1,5,,2,8,2,English,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,5,6,5,4,4,5,4,5,4,2,6,6,4,4,6,6,3,5,4,5,5,5,4,5,3,5,5,5,4,5,4,4,7,4.5,4,4,4.833333333,5.333333333,5.333333333,5,5,4,3,4,6,6,4,5,5,5,6,4,5,4,7,4,5,4.333333333,4,5.333333333,5.666666667,5,4.666666667,3,4,4,4,3,3,3,3,4,3,3,4,3,4,3,3,4,4,3,4,4,4,3,3,4,87,7,8,8,10,7,7,7,7,8,9,4,6,7,5,7,7,9,6,8,8,8,7,6,7.333333333,8.666666667,7.666666667,7.666666667,7,7.333333333,4,6,6.333333333,7.5625,3,2,3,3,4,3,2,3,3,3,3,2,2,3,3,3,3,3,4,4,59,0.9791666667,10,0.3541666667,7,2,4,3,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,
27,21,4,2,"2,3",1,2,9,4,5,,8,1,4,Chinese,1,2,3,6,5,7,7,6,6,7,6,2,7,4,2,6,5,4,2,3,7,6,6,4,7,3,6,3,1,1,2,7,3,6,5,6,5,7,4.5,4,5.666666667,5,4.666666667,5,6,7,6,5,6,6,7,6,6,7,6,7,6,6,4,7,7,6,5.666666667,5.666666667,6.333333333,6.333333333,6.666666667,6.333333333,4,4,4,4,5,4,4,4,4,3,4,5,2,5,4,3,4,4,5,4,4,3,3,4,5,99,10,9,8,6,8,8,9,8,8,8,4,8,9,4,9,4,9,8,11,10,11,6,7,7.666666667,8.666666667,10,9,9,4.666666667,4,7,8,8.75,3,2,2,2,3,3,1,2,4,4,2,1,1,1,4,4,3,2,2,4,50,11:30PM,10,7:00am,8 EACH NIGHT,2,3,2,2,3,,,5,6,5,7,7,6,5,6,6,3,7,6,2,6,5,5,3,3,6,6,6,4,7,3,5,5,1,5,4,6,5,6,5,5,5,6,4.666666667,4.833333333,5.833333333,5.5,4.666666667,5,6,5,7,4,3,3,5,5,3,7,7,7,4,7,5,2,7,7,6.333333333,4,7,3,6.333333333,4.666666667,5,3,4,2,3,3,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4,4,97,7,8,6,6,6,8,9,4,9,8,4,6,6,5,5,4,5,7,5,10,3,6,8,6,7,4,9.333333333,6,5,4,8,7,6.5625,3,3,3,3,3,2,1,4,3,3,2,3,4,3,3,3,2,3,3,3,57,0.5416666667,25,0.3125,6,3,5,4,2,4,3,3,0.1666666667,0.8333333333,0.1666666667,0.5,0,0,0.6666666667,-1.666666667,0.6666666667,-3.333333333,-0.3333333333,-1.666666667,-2,-1.666666667,-1.666666667,-6,0.3333333333,-3,0.3333333333,0,1,-1,-2.1875
28,21,4,2,3,2,3,11,4,2,,3,6,1,English,3,2,4,3,5,6,3,3,5,4,7,5,5,5,3,6,5,4,5,5,5,3,7,5,5,5,5,3,6,1,6,5,5,4,5,3,3,5,4.5,4,3.833333333,4.5,5.833333333,4.666666667,6,5,5,2,3,6,6,5,6,7,6,6,6,6,2,7,5,5,4,4.333333333,6,6.333333333,6,4.666666667,4,4,4,4,4,4,4,4,5,3,4,5,2,4,4,4,5,5,3,4,4,4,4,4,4,100,8,9,7,11,9,8,7,8,8,8,5,7,7,5,9,6,7,8,9,8,9,8,7,7.333333333,8,8.666666667,7.666666667,8.666666667,7.333333333,5,7,7.666666667,8,3,2,1,2,3,3,2,2,3,3,2,1,2,2,3,4,3,2,4,4,51,11:00 PM,15-30 minutes,7:30 AM,8.5-9.5 hours,2,4,3,2,4,,,6,6,7,7,7,7,6,5,1,5,6,1,1,7,7,5,6,7,3,7,7,6,7,7,6,5,1,3,6,7,6,7,7,4,7,1,4.666666667,5,6.166666667,6.5,5,5,7,7,7,6,7,1,1,7,7,1,7,7,7,7,1,1,7,7,5,6.666666667,7,3,3,7,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,122,11,11,10,11,11,9,11,11,11,11,11,9,9,2,11,2,11,9,11,11,11,11,10,10,11,11,11,11,5,11,10,9,10.75,4,2,2,2,4,4,2,2,4,4,2,1,1,1,4,4,1,2,3,3,52,11pm,30 minutes,7am,7,3,4,3,2,4,3,4,0.1666666667,1,2.333333333,2,-0.8333333333,0.3333333333,1,2.333333333,1,-3.333333333,-3,2.333333333,22,2.666666667,3,2.333333333,3.333333333,2.333333333,-2.333333333,6,3,1.333333333,2.75
29,20,3,3,1,2,3,9,4,2,,3,4,2,English,1,1,6,2,5,7,6,5,7,7,7,4,7,4,2,7,7,6,4,7,6,6,6,6,5,5,7,5,3,4,6,7,6,5,6,4,5,7,5.666666667,5.166666667,5.333333333,5.5,5.666666667,5.833333333,6,7,5,6,7,7,4,7,7,6,7,7,7,7,2,6,6,2,3.333333333,6.666666667,7,6.666666667,5,6.666666667,4,5,5,5,5,5,5,4,4,5,4,4,3,5,5,5,5,5,4,4,4,4,4,5,5,113,11,9,11,3,11,9,11,11,11,11,1,9,11,3,11,3,3,10,11,11,11,11,10,11,7.666666667,11,11,11,3,1,10,9.333333333,10.3125,4,1,1,1,3,3,1,2,4,4,1,1,1,1,3,4,3,2,4,4,48,12:00 AM,15,7:30 AM,7,1,4,2,2,2,,,6,2,7,7,6,7,6,7,7,6,7,7,1,7,7,7,2,7,6,7,7,6,5,6,6,6,7,7,5,7,7,6,7,7,5,7,5.333333333,6.666666667,5.833333333,5,7,6.833333333,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,6.333333333,7,7,6.666666667,7,7,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,3,5,5,2,5,5,5,117,11,10,10,3,11,11,9,10,11,10,1,11,10,4,11,2,9,11,11,10,11,10,11,10,9.666666667,10.66666667,10,11,3,1,11,11,10.3125,4,1,2,1,4,4,1,1,4,4,1,1,1,1,4,4,2,2,4,3,49,0.04166666667,less than 2 minutes,0.2916666667,About 6 hours each night ,3,5,4,1,4,3,3,-0.3333333333,1.5,0.5,-0.5,1.333333333,1,3,0.3333333333,0,0,2,0.3333333333,4,-1,2,-0.3333333333,-1,0,0,0,1,1.666666667,0
30,20,3,2,3,2,3,11,1,3,,3,6,2,english,1,3,7,6,7,2,7,7,7,7,7,7,7,7,1,7,7,7,2,7,6,7,7,6,7,7,7,7,7,7,2,6,6,7,7,5,6,7,5.666666667,5.666666667,6.833333333,5.166666667,7,6.833333333,6,6,6,3,5,3,6,5,6,6,6,6,5,7,3,3,6,7,5.333333333,4.666666667,6.333333333,3.666666667,6,5.666666667,4,4,4,5,3,4,4,3,4,2,4,5,2,4,4,4,4,4,5,4,5,4,4,4,5,99,8,8,7,7,8,7,8,6,9,5,7,9,7,3,10,5,7,7,8,8,7,7,7,7,6.666666667,7,8.333333333,8.666666667,5,7,7,7.666666667,7.5,3,3,2,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,4,4,56,1:00 AM,30 minutes,10:00 AM,7,2,4,3,2,4,,,7,7,7,2,7,7,7,7,7,7,7,7,1,7,7,7,3,7,7,7,7,3,7,6,7,7,7,6,3,7,7,7,7,4,5,7,6,4.833333333,7,5.333333333,7,6.833333333,7,7,6,7,7,7,7,6,7,7,7,7,6,7,6,7,7,6,6.333333333,6.666666667,7,6.666666667,6.666666667,7,5,5,5,5,5,5,5,5,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,120,11,11,10,3,11,11,11,11,11,11,3,11,11,2,11,2,11,11,11,11,10,11,11,10.66666667,11,10.66666667,11,11,2.333333333,3,11,11,10.875,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,48,0.9166666667,15,0.2708333333,8,2,5,5,1,4,3,3,0.3333333333,-0.8333333333,0.1666666667,0.1666666667,0,0,1,2,0.6666666667,3,0.6666666667,1.333333333,21,3.666666667,4.333333333,3.666666667,2.666666667,2.333333333,-2.666666667,-4,4,3.333333333,3.375
31,20,3,"2,5",3,2,3,9,4,2,,2,2,5,Hindi/Urdu,2,2,6,6,7,6,6,6,6,5,6,6,6,3,2,6,7,6,2,6,6,6,7,6,6,3,6,5,3,4,6,6,6,5,6,6,6,6,5.333333333,5.666666667,5.5,5.333333333,6,5,3,2,4,2,2,2,5,2,4,2,7,7,7,4,4,2,3,4,3.666666667,2.666666667,6,3.666666667,3.666666667,2.333333333,4,3,2,4,3,4,3,2,4,3,3,5,4,2,2,3,2,1,4,3,3,5,4,4,5,82,4,8,5,10,5,4,4,8,4,7,11,3,6,4,8,9,8,4,5,5,7,5,3,5.333333333,7.666666667,6.666666667,4.333333333,5.666666667,7.666666667,11,3,3.666666667,5.75,2,4,4,4,3,2,4,4,4,4,4,2,4,3,3,2,3,4,3,3,66,12AM on average,30,8AM on average,8-Jul,3,5,3,2,2,,,7,4,7,7,7,7,6,7,7,3,7,6,2,7,7,6,3,6,7,6,7,7,7,6,6,6,6,5,6,6,6,6,7,6,6,6,5.666666667,5.666666667,6,6,6.833333333,6.166666667,6,6,6,6,7,6,6,6,7,2,7,7,6,7,5,7,7,6,6,6.333333333,7,6.333333333,4.666666667,6.333333333,4,5,5,5,5,4,5,4,4,2,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,106,10,11,9,6,8,9,10,9,10,10,3,9,9,4,9,3,10,10,11,10,10,9,10,9,10.33333333,10,10,9,4.333333333,3,10,9.333333333,9.6875,4,2,1,2,4,4,1,1,4,4,2,1,2,2,4,4,2,2,4,4,54,0,30,7:00AM,5,2,4,3,1,5,4,3,0.3333333333,0,0.5,0.6666666667,0.8333333333,1.166666667,2.333333333,3.666666667,1,2.666666667,1,4,24,3.666666667,2.666666667,3.333333333,5.666666667,3.333333333,-3.333333333,-8,7,5.666666667,3.9375
32,20,4,2,3,2,3,9,1,3,,5,1,2,English,1,1,4,1,7,6,6,2,4,5,3,5,6,2,5,3,7,6,1,7,7,2,7,6,5,7,7,1,4,3,3,7,4,4,6,3,6,6,5.166666667,4.833333333,2.666666667,4.5,5.666666667,5.166666667,5,6,3,2,3,3,7,6,7,6,6,6,7,5,6,6,6,6,6,5,5.666666667,5.333333333,5.333333333,4.666666667,5,4,4,5,4,2,5,2,5,4,5,5,4,4,4,2,5,5,4,5,4,4,4,5,4,104,8,11,7,10,10,7,9,8,8,8,4,5,8,8,11,7,10,5,10,8,10,7,7,7.333333333,9.666666667,9.333333333,8.333333333,9.666666667,8.333333333,4,7,5.666666667,8.75,4,2,2,3,4,4,2,2,4,4,3,2,1,2,4,4,3,2,4,4,60,12:00 AM,30,7:00 AM,6,2,4,3,2,5,,,4,3,7,6,7,6,7,6,7,6,7,3,4,7,7,7,3,6,7,3,7,7,7,6,7,2,3,2,6,7,4,6,7,3,7,7,5.5,5.166666667,4.5,6.166666667,6.333333333,5.833333333,5,7,5,7,7,2,6,6,7,7,7,7,6,7,3,7,2,5,3.333333333,6.666666667,7,5,6,6.333333333,4,5,5,5,5,2,5,4,5,4,4,5,4,5,5,4,5,5,5,5,5,3,5,4,5,113,11,8,10,7,11,9,11,10,11,11,6,9,10,6,11,4,10,8,10,11,10,10,10,10,9.666666667,10,11,11,5.666666667,6,10,8.666666667,10.3125,4,1,4,3,4,4,3,1,4,4,3,3,2,2,4,4,3,3,4,4,64,0.9166666667,5,0.3125,9,2,5,3,2,4,4,4,0.3333333333,0.3333333333,1.833333333,1.666666667,0.6666666667,0.6666666667,-2.666666667,1.666666667,1.333333333,-0.3333333333,0.6666666667,1.666666667,9,2.666666667,0,0.6666666667,2.666666667,1.333333333,-2.666666667,2,3,3,1.5625
33,20,3,2,3,2,3,9,4,2,,2,4,4,Telugu,1,3,3,1,6,3,7,6,3,3,5,2,6,5,1,2,7,1,5,6,6,1,6,1,7,6,2,3,2,5,5,5,5,3,7,2,5,5,3.333333333,2.333333333,2.166666667,5.833333333,5.5,5.5,7,5,7,3,5,2,3,6,6,7,7,7,5,7,6,5,7,7,6.666666667,5,7,4,5.666666667,5.666666667,5,2,5,1,2,4,5,5,4,5,4,4,2,5,4,5,5,5,5,2,4,4,2,4,5,98,9,8,9,4,8,9,8,6,8,9,7,6,9,7,8,8,8,7,6,9,6,8,9,8.666666667,8.333333333,6,8.333333333,8.333333333,6.333333333,7,9,7.333333333,8,3,3,3,2,3,2,2,4,4,3,3,3,3,2,3,2,2,3,3,3,56,1:00 AM,20-30 mins,9:00 AM,7,2,5,5,2,4,,,4,1,7,6,7,5,4,3,2,1,4,5,2,2,7,2,4,5,6,1,6,3,7,5,4,4,5,4,4,4,5,3,5,5,6,5,4.166666667,3.5,2.333333333,5.333333333,5.333333333,4.833333333,5,3,6,3,4,5,7,4,4,5,6,7,7,6,3,5,5,5,4.333333333,3.666666667,6.333333333,5.666666667,6,4,4,4,3,3,4,3,4,2,4,4,3,5,3,4,2,3,4,4,5,3,3,3,4,3,4,88,9,9,6,11,8,6,8,6,8,7,6,6,6,5,7,9,7,6,6,10,8,7,7,6.333333333,7.666666667,6.666666667,8.666666667,8,8.333333333,6,7,6,7.4375,3,4,3,3,4,3,3,2,4,3,3,3,4,3,2,3,2,3,4,4,63,12am,35min,8am,6-7hrs,2,5,4,2,2,4,3,0.8333333333,1.166666667,0.1666666667,-0.5,-0.1666666667,-0.6666666667,-2.333333333,-1.333333333,-0.6666666667,1.666666667,0.3333333333,-1.666666667,-10,-2.333333333,-0.6666666667,0.6666666667,0.3333333333,-0.3333333333,2,-1,-2,-1.333333333,-0.5625
34,21,1,2,3,2,3,10,2,2,,3,6,2,English,4,3,6,6,5,7,6,6,7,5,5,6,7,6,1,6,6,6,7,6,6,6,6,5,5,6,5,2,3,6,2,6,6,3,7,7,6,7,5.166666667,6.166666667,4.666666667,5.5,5.333333333,6.166666667,6,6,4,3,4,4,3,5,5,3,6,6,5,6,5,6,3,3,3.666666667,4.333333333,6,5,3.333333333,5.333333333,4,4,4,3,3,3,3,2,4,3,4,4,3,4,3,3,4,4,5,4,5,2,4,4,4,90,8,8,7,8,7,8,8,5,9,8,4,9,5,5,8,7,6,9,8,7,7,8,6,6.666666667,7.333333333,6.666666667,8,7.666666667,6.666666667,4,6,8.666666667,7.1875,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,2,4,3,4,3,62,12:00 AM,15 minutes,8:00 AM,7 hours,2,5,3,3,4,,,5,7,1,7,6,6,7,5,5,7,7,7,1,5,7,5,6,7,6,3,5,6,5,7,3,3,2,6,4,7,6,5,7,7,6,7,4.666666667,6.333333333,4.666666667,5.666666667,4.5,6.833333333,6,6,7,5,6,7,5,5,6,7,7,7,7,7,3,7,3,5,3.666666667,5.333333333,7,7,6.333333333,6,4,5,4,5,4,3,4,4,4,1,4,5,1,4,3,4,4,4,2,4,4,3,4,4,3,91,8,9,9,4,8,9,9,9,9,11,1,8,9,1,8,3,10,9,8,8,8,10,9,9.333333333,10,8.333333333,8.666666667,8,2.666666667,1,9,8.666666667,8.875,4,1,2,2,4,4,1,2,4,4,2,1,2,2,4,4,2,1,4,4,54,0.08333333333,15,0.3958333333,6,3,5,2,4,2,4,2,-0.5,0.1666666667,0,0.1666666667,-0.8333333333,0.6666666667,0,1,1,2,3,0.6666666667,1,2.666666667,2.666666667,1.666666667,0.6666666667,0.3333333333,-4,-3,3,0,1.6875
