Participant_ID,Demographics_age,Demographics_class,Demographics_enroll,Demographics_college,Demographics_sex,Demographics_gender,Demographics_sexual,Demographics_ethnic,Demographics_polit,Demographics_policli,Demographics_lean,Demographics_relig,Demographics_rlgsty,Demographics_lang,Demographics_commute,Demographics_work,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,PWS_1,PWS_2,PWS_3,PWS_4,PWS_5,PWS_6,PWS_7,PWS_8,PWS_9,PWS_10,PWS_11,PWS_12,PWS_13,PWS_14,PWS_15,PWS_16,PWS_17,PWS_18,PWS_19,PWS_20,PWS_21,PWS_22,PWS_23,PWS_24,PWS_25,PWS_26,PWS_27,PWS_28,PWS_29,PWS_30,PWS_31,PWS_32,PWS_33,PWS_34,PWS_35,PWS_36,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,PWB_1,PWB_2,PWB_3,PWB_4,PWB_5,PWB_6,PWB_7,PWB_8,PWB_9,PWB_10,PWB_11,PWB_12,PWB_13,PWB_14,PWB_15,PWB_16,PWB_17,PWB_18,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,CD_RISC_1,CD_RISC_10,CD_RISC_11,CD_RISC_12,CD_RISC_13,CD_RISC_14,CD_RISC_15,CD_RISC_16,CD_RISC_17,CD_RISC_18,CD_RISC_19,CD_RISC_2,CD_RISC_20,CD_RISC_21,CD_RISC_22,CD_RISC_23,CD_RISC_24,CD_RISC_25,CD_RISC_3,CD_RISC_4,CD_RISC_5,CD_RISC_6,CD_RISC_7,CD_RISC_8,CD_RISC_9,Resilience,PERMAB1_1,PERMAB1_2,PERMAB1_3,PERMAB1_4,PERMAB1_5,PERMAB2_1,PERMAB3_1,PERMAB3_2,PERMAB3_3,PERMAB3_4,PERMAB3_5,PERMAB4_1,PERMAB5_1,PERMAB5_2,PERMAB5_3,PERMAB5_4,PERMAB5_5,PERMAB6_1,PERMAB7_1,PERMAB7_2,PERMAB7_3,PERMAB7_4,PERMAB8_1,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being,UCLA_1,UCLA_2,UCLA_3,UCLA_4,UCLA_5,UCLA_6,UCLA_7,UCLA_8,UCLA_9,UCLA_10,UCLA_11,UCLA_12,UCLA_13,UCLA_14,UCLA_15,UCLA_16,UCLA_17,UCLA_18,UCLA_19,UCLA_20,Loneliness,PSS_1,PSS_2,PSS_3,PSS_4,PSS_6,Screen_total,Screen_work,Screen_leisure,Screen_reduction,Screen_active,Screen_passive,Psychological Wellness,Physical Wellness,Emotional Wellness,Spiritual Wellness,Social Wellness,Intellectual Wellness,Autonomy,Environmental Mastery,Personal Growth,Positive Relationships,Purpose in Life,Self-Acceptance,Resilience,Positive Emotion,Engagement,Relationships,Meaning,Accomplishment,Negative Emotion,PERMA Loneliness,Happiness (1 item),Health,Overall Well-Being
47,20,3,"2,5",3,2,"3,5",9,4,2,,2,8,2,English,2,2,6,5,5,3,7,5,6,6,3,6,7,6,1,7,6,5,5,6,6,3,3,5,6,6,6,6,3,5,6,6,7,4,6,6,6,6,5.333333333,5,5.166666667,6.166666667,4.333333333,5.833333333,2,5,2,1,1,1,3,5,3,7,7,7,6,2,1,6,1,2,1.333333333,3,5.333333333,4.333333333,4,2.666666667,4,3,4,4,4,3,3,2,3,2,4,4,4,4,2,4,4,2,3,4,2,4,4,4,2,83,4,8,9,10,5,7,10,8,8,5,5,6,4,2,4,9,11,6,9,9,8,6,7,6.333333333,8,8.333333333,9,4.333333333,7,5,7,6.333333333,7.1875,2,2,3,3,3,4,4,4,3,3,3,3,3,4,4,2,4,4,3,3,64,1:00 AM,60,6:30 AM,1500,2,5,3,2,4,,,6,5,6,3,7,6,7,6,3,6,7,6,1,7,7,6,7,7,7,6,5,3,7,3,6,6,7,7,7,7,7,6,7,7,7,6,5.666666667,5.333333333,6,7,5.833333333,5.833333333,7,7,7,7,6,6,6,7,7,7,7,7,7,7,5,7,6,7,6,7,7,6.666666667,6.666666667,6.666666667,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,4,5,5,5,5,5,4,5,5,5,119,8,9,11,6,9,10,11,11,11,11,1,10,9,5,11,2,11,10,11,9,10,11,11,10.33333333,10.33333333,10.66666667,10.33333333,9.333333333,4.333333333,1,11,10,10.25,3,1,1,1,3,4,1,2,3,4,2,1,1,2,4,4,3,2,4,4,50,0.9583333333,30,0.3125,7,2,5,3,2,4,3,4,0.3333333333,0.3333333333,0.8333333333,0.8333333333,1.5,0,4.666666667,4,1.666666667,2.333333333,2.666666667,4,36,4,2.333333333,2.333333333,1.333333333,5,-2.666666667,-4,4,3.666666667,3.0625
48,21,4,"2,5",3,2,3,9,2,2,,2,7,3,English,1,2,4,3,6,7,4,4,5,3,3,3,6,3,6,6,7,4,6,3,7,4,7,6,2,3,2,2,1,5,5,6,5,6,5,3,4,5,4.833333333,4.666666667,4,4.5,4.833333333,4,5,7,7,5,7,1,3,6,5,7,7,7,6,7,7,2,7,7,7,5.333333333,7,3,5.666666667,6.333333333,4,4,5,5,5,3,5,5,4,4,4,3,2,4,2,4,4,4,5,4,4,5,4,5,5,103,8,4,6,9,8,6,8,7,8,6,7,3,6,2,9,7,6,4,9,6,6,6,7,6,5.333333333,7.333333333,7.333333333,8.333333333,6,7,7,4.333333333,6.875,2,4,4,4,1,2,3,4,3,3,3,4,4,3,3,2,3,4,3,3,62,11:00 PM,60,6:30 AM,6,2,4,3,2,2,,,5,4,2,4,3,4,4,3,7,2,3,2,3,6,6,3,2,4,5,3,6,6,3,3,6,2,3,5,4,5,7,4,6,3,3,6,5,3.833333333,3.666666667,3,5,4,6,5,6,6,3,6,3,3,5,6,6,7,6,6,7,6,6,7,6.666666667,4.666666667,6.333333333,6,5,4.666666667,4,4,4,4,3,3,2,5,4,2,3,5,3,2,2,3,5,5,4,3,4,4,4,3,5,90,8,8,8,6,7,7,7,7,7,8,8,6,7,7,10,6,11,5,10,6,8,7,5,7.333333333,9,8.333333333,6.666666667,8.333333333,6.333333333,8,5,6,7.75,3,3,2,4,3,4,2,2,1,3,3,2,3,3,4,3,4,2,4,3,58,0.02083333333,5,0.3229166667,7,2,4,2,3,5,2,4,0.1666666667,-0.8333333333,-0.3333333333,-1.5,0.1666666667,0,-0.3333333333,-0.6666666667,-0.6666666667,3,-0.6666666667,-1.666666667,-13,1.333333333,3.666666667,1,-0.6666666667,0,0.3333333333,1,-2,1.666666667,0.875
49,20 years young,4,2,5,2,3,9,6,4,,3,1,5,English,4,2,7,3,7,3,7,5,7,4,4,7,7,7,1,7,7,7,3,6,7,7,7,4,5,6,7,7,1,7,7,5,6,7,7,7,7,7,5.833333333,5.833333333,5.833333333,6,5.5,6,6,7,7,6,7,7,6,7,7,6,7,7,7,7,3,7,7,7,5.666666667,6.666666667,7,7,6.333333333,6.666666667,5,5,5,5,5,2,2,5,5,2,5,5,2,5,5,4,5,5,5,5,5,5,5,5,5,112,11,10,11,6,11,10,11,11,11,11,1,10,11,3,10,3,10,11,11,11,11,11,11,11,10.33333333,11,11,10.66666667,4,1,11,10.33333333,10.8125,4,2,2,2,4,4,2,2,4,4,2,2,2,2,4,4,2,2,4,4,58,12AM,30,7AM,6,3,5,3,3,2,,,5,3,7,7,7,7,7,6,2,7,7,7,1,7,7,7,7,7,7,7,7,5,6,6,6,3,1,7,1,4,6,5,5,7,7,6,5.333333333,6.666666667,5.166666667,5.833333333,4.833333333,6.166666667,7,6,7,3,3,1,5,2,7,7,7,6,6,6,2,5,7,7,5.333333333,4,6.333333333,4,6.333333333,5.333333333,5,5,3,4,5,5,4,3,3,4,4,5,2,5,2,4,5,3,4,4,3,4,5,5,4,100,11,3,8,2,8,9,9,7,11,11,3,8,6,4,10,2,3,9,11,9,3,8,7,7.333333333,5.666666667,7,9.666666667,9.666666667,2.666666667,3,7,8.666666667,7.8125,3,2,1,2,4,3,1,1,3,3,1,1,2,3,3,3,2,3,3,3,47,0.9583333333,5-10 minutes,0.1875,45784,2,4,4,1,1,4,3,-0.5,0.8333333333,-0.6666666667,-0.1666666667,-0.6666666667,0.1666666667,-0.3333333333,-2.666666667,-0.6666666667,-3,0,-1.333333333,-12,-3.666666667,-4.666666667,-4,-1.333333333,-1,-1.333333333,2,-4,-1.666666667,-3
50,21,4,3,3,1,2,9,1,2,,3,"1,6",1,English,4,2,4,6,4,6,6,6,4,5,7,6,5,5,2,7,5,5,4,5,5,6,7,5,3,6,6,6,6,6,6,5,6,5,6,6,5,5,4.5,5.666666667,5.833333333,4.833333333,5.833333333,5.333333333,7,7,7,6,6,7,2,7,7,7,6,6,7,7,7,6,7,6,6.666666667,6.666666667,6.333333333,6.666666667,5.333333333,6.666666667,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,122,9,9,8,4,8,9,11,6,11,9,4,8,8,6,10,3,9,9,11,10,11,4,8,6.666666667,9,9.333333333,10.66666667,9,4.333333333,4,8,8.666666667,8.875,2,2,1,2,2,2,1,3,2,2,3,2,2,3,3,3,4,3,3,3,48,11:00PM,40,6:20 AM,8,2,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,20,3,2,3,2,3,9,1,2,,2,6,1,English,1,3,5,4,5,1,6,6,5,6,6,5,6,4,3,6,6,3,3,6,6,5,7,1,5,6,3,6,3,1,6,6,3,5,6,4,5,5,4.166666667,2.5,5.333333333,5.166666667,5.5,5.5,4,4,4,4,5,3,5,3,5,7,6,7,6,6,2,5,4,3,3,4,6.333333333,4.666666667,5.333333333,4.333333333,3,4,3,3,4,2,3,3,4,2,3,5,3,4,2,3,4,3,5,4,5,4,4,3,5,88,8,7,8,8,7,5,9,6,7,9,6,4,7,8,8,7,10,3,7,6,7,7,8,7.333333333,8.666666667,6.666666667,7.333333333,7.666666667,7.666666667,6,8,4,7.5625,3,3,3,3,3,3,2,2,4,3,3,3,2,2,4,3,2,3,3,3,57,12:00 AM,1+ hours,8:00 AM,6,3,5,3,2,5,,,3,3,7,2,6,5,5,6,7,3,5,4,4,6,6,4,4,6,5,3,7,2,5,5,3,4,3,3,6,6,5,5,4,3,4,6,4.166666667,2.833333333,4.5,5,5.666666667,5.333333333,6,6,6,3,6,3,7,5,6,7,7,6,6,4,3,4,6,4,4.333333333,4.666666667,5.666666667,4.333333333,6.666666667,6,4,3,4,3,3,3,2,2,4,4,4,4,4,5,3,4,4,4,3,4,4,4,5,4,4,92,7,8,8,9,8,6,7,4,7,7,8,2,8,4,7,6,8,5,8,7,4,7,7,7.666666667,7.666666667,5.333333333,7,7.333333333,6.333333333,8,7,4.333333333,7,3,3,3,2,3,3,2,2,3,3,2,3,1,3,3,3,2,4,3,3,54,12:30am,60,8:30am,8,3,4,3,2,4,3,3,0,0.3333333333,-0.8333333333,-0.1666666667,0.1666666667,-0.1666666667,1.333333333,0.6666666667,-0.6666666667,-0.3333333333,1.333333333,1.666666667,4,0.3333333333,-1,-1.333333333,-0.3333333333,-0.3333333333,-1.333333333,2,-1,0.3333333333,-0.5625
52,19,2,2,3,2,3,9,4,2,,2,"4,6,8",2,English,1,2,5,2,5,3,5,4,4,5,5,4,4,4,4,3,6,4,3,5,4,3,6,4,5,5,3,4,4,3,3,5,6,3,5,3,4,4,4.333333333,3.5,3.333333333,4,5.166666667,4.5,6,6,6,6,7,3,6,6,5,7,7,7,7,7,4,5,3,5,4,5.666666667,7,5,6.333333333,6.333333333,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,4,5,4,4,4,4,4,4,5,99,7,8,8,7,8,7,9,7,9,9,4,5,8,2,8,5,7,6,8,10,8,7,8,7.666666667,8,7.666666667,9.333333333,7.666666667,4.666666667,4,8,6,8.0625,4,3,3,3,4,4,2,2,3,3,2,2,1,2,3,4,3,3,4,3,58,12:30 PM,10 minutes,7:00 AM,6 hours,3,4,2,4,5,,,5,2,4,4,4,3,5,4,5,4,5,4,3,3,6,3,3,4,5,3,5,4,5,4,5,3,4,2,2,4,6,3,5,3,2,3,4.833333333,3.333333333,3,3.5,4.833333333,3.666666667,4,3,4,3,2,4,7,4,4,7,5,6,5,4,5,6,5,5,5,3.666666667,5,5,6,3,3,3,3,4,3,2,2,2,2,2,3,3,2,3,2,2,3,4,3,3,4,4,4,4,3,73,5,6,6,9,5,7,6,7,5,7,6,4,5,7,6,6,8,6,6,5,6,6,6,5.666666667,7,6.333333333,5.333333333,5.333333333,7.333333333,6,6,5.666666667,5.9375,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,3,61,0.04166666667,15,0.2916666667,5,3,3,3,1,4,3,3,0.5,-0.1666666667,-0.3333333333,-0.5,-0.3333333333,-0.8333333333,1,-2,-2,0,-0.3333333333,-3.333333333,-26,-2,-1,-1.333333333,-4,-2.333333333,2.666666667,2,-2,-0.3333333333,-2.125
53,23,4,2,2,1,2,9,4,5,,8,1,5,Korean,4,2,3,3,6,5,6,5,3,4,6,5,6,5,2,4,5,6,2,6,5,3,6,5,5,6,4,3,5,6,2,6,4,4,5,5,5,4,3.5,5.333333333,3.5,4.333333333,5.5,5.333333333,7,7,7,7,6,4,3,6,7,7,7,7,6,6,4,5,6,7,5.666666667,6.666666667,6.666666667,5,5.666666667,6.666666667,5,5,4,5,5,5,3,4,5,3,5,3,2,5,5,5,5,4,1,5,4,5,5,5,3,106,9,11,9,7,7,9,11,8,11,10,8,9,10,2,9,2,6,10,8,11,6,7,9,8.666666667,9,7.333333333,11,8.333333333,3.666666667,8,9,9.333333333,8.875,3,3,3,3,2,2,3,4,4,3,4,3,4,3,2,2,4,4,3,3,62,10:30 PM,3-5 minutes ,6:00 AM,8 hours,1,4,2,3,2,,,5,2,6,6,6,5,3,5,6,6,6,6,2,4,6,6,2,6,5,3,6,6,6,5,5,5,6,6,2,6,5,5,6,4,5,5,4.166666667,5.666666667,4,4.5,6,5.5,6,7,2,3,3,3,2,5,6,6,6,6,6,6,2,6,5,5,4,4.666666667,6,5,3.333333333,5.333333333,4,3,4,4,4,2,4,3,3,2,4,4,3,4,4,4,4,4,5,4,5,3,4,4,4,93,6,8,8,8,7,8,8,8,9,8,3,9,7,7,8,7,9,8,8,8,7,8,8,7.666666667,8.333333333,7.666666667,8.333333333,7,7.333333333,3,8,8.333333333,7.8125,3,3,2,3,4,3,2,2,3,4,2,2,2,2,3,3,4,2,3,3,55,0.9166666667,10 minutes,0.8541666667,8 hours,1,5,4,3,5,2,4,0.6666666667,0.3333333333,0.5,0.1666666667,0.5,0.1666666667,-1.666666667,-2,-0.6666666667,0,-2.333333333,-1.333333333,-13,-1,-0.6666666667,0.3333333333,-2.666666667,-1.333333333,3.666666667,-5,-1,-1,-1.0625
54,21,4,2,3,2,3,9,1,2,,2,1,2,English,1,1,6,2,5,7,6,5,5,5,7,5,6,3,2,5,6,4,3,6,6,5,7,4,5,3,5,5,4,5,6,5,5,5,5,6,5,6,4.833333333,5.166666667,4.5,5.166666667,5.666666667,4.666666667,6,6,4,3,5,5,5,5,6,7,5,5,4,5,5,7,6,5,5.333333333,4.666666667,5,5.333333333,5.333333333,5.666666667,4,4,4,4,4,4,4,3,4,3,4,4,2,4,4,3,4,5,1,4,4,5,4,4,2,92,8,9,7,5,8,9,7,9,10,8,5,9,7,2,9,3,7,9,8,5,9,8,7,7.333333333,8,8.666666667,7.333333333,8.333333333,3.333333333,5,7,9,7.875,3,2,2,2,3,3,3,2,3,4,1,2,3,2,3,3,3,2,4,4,54,11:30 PM,45,6:45 AM,7-Jun,3,4,3,2,2,,,5,3,7,6,6,5,6,6,7,4,6,6,3,6,6,5,4,5,4,4,7,6,6,5,6,5,2,5,6,5,6,5,5,4,6,6,5,5,4.833333333,5.666666667,5.666666667,5.333333333,5,5,6,5,6,6,6,5,5,6,6,7,5,6,1,7,4,4,3,5,6.333333333,6,6,5.333333333,4,4,5,5,4,3,4,2,4,2,4,5,2,4,4,4,5,4,3,4,4,4,4,4,4,96,9,9,10,8,9,9,10,10,11,11,2,9,10,4,10,5,6,9,10,9,10,7,7,9,8.666666667,10,10,9.333333333,5.666666667,2,7,9,9.25,4,1,1,2,4,4,1,2,3,4,2,2,2,2,4,4,4,2,4,4,56,0.9791666667,5,0.3125,8,2,4,2,2,4,3,4,0.1666666667,-0.1666666667,0.3333333333,0.5,0,0.6666666667,-2.333333333,0.3333333333,1.333333333,0.6666666667,0.6666666667,-0.3333333333,4,1.666666667,0.6666666667,1.333333333,2.666666667,1,2.333333333,-3,0,0,1.375
55,20,3,2,3,2,3,"11,13",2,3,,1,"1,8",3,English,1,3,2,1,6,3,5,3,5,3,6,3,6,3,5,5,5,2,2,3,3,3,6,5,3,2,4,4,6,2,3,5,5,5,6,6,5,5,4,3.5,3.5,4,5.833333333,3.5,5,3,3,3,3,3,6,4,5,6,6,6,5,6,5,3,5,4,4.666666667,4,6,3.666666667,5,3.666666667,4,4,4,3,2,3,3,3,4,3,4,4,3,3,3,3,4,4,4,3,4,4,4,4,4,88,7,7,6,8,6,7,7,5,7,8,9,5,7,5,8,8,8,6,4,4,4,7,6,6.666666667,7.666666667,4.333333333,6,7,7,9,6,6,6.3125,2,3,3,4,2,2,3,2,3,2,3,3,4,3,2,2,3,3,2,2,53,11:00PM,30,7:00AM,7,3,3,3,2,4,,,5,2,6,2,5,5,5,5,5,1,7,5,3,7,6,2,1,5,3,5,7,5,5,3,5,3,5,2,5,5,7,6,6,5,5,5,4.666666667,2.833333333,4.666666667,4.666666667,5.833333333,4.666666667,6,6,2,3,5,2,7,3,5,7,7,6,5,6,2,7,6,7,5,3.666666667,6.333333333,4.666666667,5.333333333,5.666666667,4,4,4,4,4,2,3,4,2,2,4,5,3,3,2,3,4,5,4,2,4,4,3,5,3,87,7,8,7,7,5,8,8,8,11,7,6,6,8,2,5,7,10,9,10,5,9,8,7,7.666666667,8.333333333,9,8,5.666666667,5.333333333,6,7,7.666666667,7.6875,2,3,1,3,3,4,2,2,3,4,3,2,2,3,4,4,3,2,4,4,58,0.9583333333,60,0.3333333333,8,2,4,2,2,2,3,4,0.6666666667,-0.6666666667,1.166666667,0.6666666667,0,1.166666667,0.3333333333,-0.3333333333,0.3333333333,1,0.3333333333,2,-1,1,0.6666666667,4.666666667,2,-1.333333333,-1.666666667,-3,1,1.666666667,1.375
56,21,4,2,3,2,"3,5",9,4,2,,2,6,3,English,2,2,5,3,3,3,6,5,5,4,5,5,5,5,3,6,6,3,4,5,5,3,6,4,5,5,3,4,2,3,4,5,5,4,5,3,5,6,4.333333333,3.5,4,4.833333333,4.5,5.166666667,5,6,6,5,5,5,5,5,6,5,6,6,5,5,2,5,4,6,4,5.333333333,5.666666667,5,5.333333333,5.333333333,2,4,4,3,3,3,2,2,3,4,3,4,3,4,3,3,4,4,5,3,4,2,4,3,4,83,9,9,8,9,9,8,11,9,11,9,5,7,7,5,8,4,8,8,11,11,11,9,8,8,8.666666667,10.33333333,11,8.666666667,6,5,8,7.666666667,9.25,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,1:00am,20-30 minutes,between 6-8:30am,7,2,5,4,3,4,,,5,3,5,6,5,5,5,4,3,5,5,5,2,6,7,4,5,5,6,4,5,3,5,5,3,5,3,3,4,6,3,5,5,3,5,6,4,4,4.5,4.833333333,4.666666667,5.333333333,5,5,5,3,5,5,6,5,6,7,6,6,6,7,3,4,6,6,5,4.666666667,6.333333333,5,6,5,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,3,4,4,3,4,4,4,94,7,5,7,9,7,7,7,7,8,8,6,6,7,6,9,6,4,5,7,8,7,8,8,7.333333333,5.666666667,7,7.666666667,7.666666667,7,6,8,6,7.125,3,3,2,3,4,3,2,3,3,3,2,3,3,3,3,3,2,4,3,3,58,0.04166666667,10,0.2916666667,6,2,5,3,2,4,4,3,-0.3333333333,0.5,0.5,0,0.1666666667,0.1666666667,1,-0.6666666667,0.6666666667,0,0.6666666667,-0.3333333333,11,-0.6666666667,-3,-3.333333333,-3.333333333,-1,1,1,0,-1.666666667,-2.125
57,21,4,2,3,2,3,9,1,2,,1,6,1,English,1,2,4,3,5,6,6,6,5,5,6,6,6,6,2,5,7,6,3,6,6,3,7,6,6,5,5,4,2,5,3,7,5,5,7,3,4,6,4.5,5.333333333,4.166666667,4.666666667,5.666666667,6,6,6,6,4,4,5,5,5,7,6,4,5,6,4,2,5,4,4,3.333333333,5.333333333,4.333333333,5.333333333,5.666666667,5.333333333,3,5,5,4,3,3,3,3,4,2,3,4,2,4,3,3,3,4,5,3,4,3,2,4,5,87,7,6,8,10,8,9,9,8,9,6,5,10,7,5,10,5,10,10,9,7,9,6,7,7,7.333333333,8.666666667,8.333333333,8.333333333,6.666666667,5,7,9.666666667,7.875,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,60,1:00 AM,15 mins,8:00 AM,around 6-7 hours,2,4,3,1,2,,,6,5,6,6,6,7,5,6,7,5,7,6,1,6,7,6,3,6,5,5,7,6,6,6,6,5,6,3,3,7,6,6,6,3,5,7,4.833333333,4.833333333,5.5,5,6.5,6.5,6,6,5,6,7,6,7,6,6,7,7,7,6,7,3,7,6,6,5,6,7,6.333333333,6.333333333,6.333333333,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,5,5,5,2,4,5,4,5,5,3,104,8,9,8,7,10,10,10,10,10,9,4,10,8,4,10,5,8,10,10,10,10,10,9,8.666666667,8.666666667,10,10,9.333333333,5.333333333,4,9,10,9.3125,3,2,2,2,4,4,2,2,3,4,2,1,2,1,4,4,3,2,4,4,55,0.9166666667,20,0.25,7.5,2,4,3,1,4,3,4,0.3333333333,-0.5,1.333333333,0.3333333333,0.8333333333,0.5,1.666666667,0.6666666667,2.666666667,1,0.6666666667,1,17,1.666666667,1.333333333,1.333333333,1.666666667,1,-1.333333333,-1,2,0.3333333333,1.4375
58,20,3,4,2,1,1,13,4,2,,1,4,1,English,1,3,3,2,6,3,6,5,5,5,6,3,3,3,6,1,6,3,2,5,4,1,7,5,6,6,1,3,1,3,1,6,2,1,7,3,3,6,3.5,3.333333333,2.166666667,3.5,5.5,5.166666667,7,6,6,6,7,7,5,6,7,7,6,7,6,7,6,5,7,7,6.666666667,6.333333333,6.666666667,6,6,6.666666667,4,4,5,4,4,3,3,5,4,3,4,5,3,4,3,3,4,3,5,3,4,2,3,4,5,94,11,8,10,6,9,9,11,11,11,9,2,8,9,3,10,4,10,9,11,8,11,10,10,9.666666667,9,11,10,10,4.333333333,2,10,8.666666667,9.9375,3,2,4,2,4,3,1,3,3,4,2,1,2,1,3,4,3,2,4,4,55,10:30 PM,10-20 minutes,6:45 AM,8,2,4,3,2,2,,,5,2,6,6,7,6,3,4,5,5,5,3,3,2,6,4,3,6,3,2,6,5,7,2,3,3,1,4,1,6,3,1,6,3,3,7,3.333333333,4.5,2.333333333,4.333333333,5,5,2,3,6,3,1,1,1,5,3,7,7,7,6,5,1,5,3,2,2,3.666666667,6.333333333,4,4.666666667,2,4,4,5,5,5,3,4,2,4,4,5,4,5,5,1,4,4,3,2,4,3,5,5,4,2,96,6,8,7,8,7,8,9,8,11,8,1,8,9,4,4,9,11,8,10,10,9,9,8,8.333333333,9,9,10,5.666666667,7,1,8,8,8.375,3,1,2,3,2,2,2,2,1,3,1,1,2,3,3,4,4,3,4,4,50,0,15,0.4583333333,7,2,5,5,2,2,4,4,-0.1666666667,1.166666667,0.1666666667,0.8333333333,-0.5,-0.1666666667,-4.666666667,-2.666666667,-0.3333333333,-2,-1.333333333,-4.666666667,2,-1.333333333,0,-2,0,-4.333333333,2.666666667,-1,-2,-0.6666666667,-1.5625
59,20,3,2,5,2,5,11,2,2,,2,1,4,English ,1,1,7,3,7,6,7,7,5,7,1,7,6,5,2,6,7,7,5,7,6,6,4,7,7,7,2,7,1,7,1,7,6,7,7,6,7,6,4.666666667,6.666666667,6,5.5,4.5,6.5,6,6,6,6,6,6,3,6,6,2,6,6,6,6,5,6,6,6,5.666666667,6,6,6,3.666666667,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,100,9,8,8,4,8,10,9,9,9,9,4,10,8,3,9,5,9,10,10,9,10,9,8,8.333333333,8.666666667,9.666666667,9,8.666666667,4,4,8,10,8.8125,3,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,2,3,3,49,10:30pm,30min,7:00am,6.3oh,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
